cluster_id	questions	answers
cluster-1631	what was the drummer in the band nirvana?	https://en.wikipedia.org/wiki/dave_grohl
cluster-635	what descent is nicole anderson of?	https://en.wikipedia.org/wiki/filipinos
cluster-520	who made the first flag of america in pennsylvania?	https://en.wikipedia.org/wiki/betsy_ross
cluster-1623	which states are larger than california?	https://en.wikipedia.org/wiki/alaska
	what 2 states are larger than california?	https://en.wikipedia.org/wiki/texas
cluster-1009	who won the first ever super bowl and who was the mvp?	https://en.wikipedia.org/wiki/bart_starr
cluster-3938	neighbouring countries did germany capture in the 1940s?	https://en.wikipedia.org/wiki/luxembourg
		https://en.wikipedia.org/wiki/greece
		https://en.wikipedia.org/wiki/netherlands
		https://en.wikipedia.org/wiki/denmark
		https://en.wikipedia.org/wiki/belgium
		https://en.wikipedia.org/wiki/poland
		https://en.wikipedia.org/wiki/france
cluster-2209	what is a major river in finland?	https://en.wikipedia.org/wiki/kemijoki
cluster-991	who was the first african american president?	https://en.wikipedia.org/wiki/barack_obama
cluster-2929	where are the major highways in trinidad and tobago located?	https://en.wikipedia.org/wiki/uriah_butler_highway
cluster-1583	what did george w bush do before he was president?	https://en.wikipedia.org/wiki/governor
cluster-36	when did the dallas cowboys win there superbowl titles?	1993
cluster-2283	what is the earliest football club to be established in england?	https://en.wikipedia.org/wiki/notts_county_f.c.
cluster-3727	what is blane in welsh?	
cluster-1106	when is emma watson's brother birthday?	1992-12-15
cluster-3280	when was stevie wonder's first contract?	1961
cluster-2909	what year was mina miller born?	1865
cluster-2927	name two rivers in iraq?	https://en.wikipedia.org/wiki/tigris
		https://en.wikipedia.org/wiki/euphrates
cluster-1550	what day did the ravens beat the giants in the super bowl?	2001-01-28
cluster-2441	which states share a border with both colorado and kansas?	https://en.wikipedia.org/wiki/nebraska
	what states border both kansas and colorado?	https://en.wikipedia.org/wiki/oklahoma
cluster-2060	what is north dakota's slogan?	liberty and union, now and forever, one and inseparable
cluster-1342	who is the second women to climb the mount everest?	https://en.wikipedia.org/wiki/phanthog
cluster-2790	who was julia morgan's mother?	eliza woodland parmelee
cluster-3700	which team had won the most champions league after real madrid?	https://en.wikipedia.org/wiki/a.c._milan
cluster-3512	where was tsila marcus born?	https://en.wikipedia.org/wiki/rivne
cluster-1076	longest river in north america?	https://en.wikipedia.org/wiki/mississippi_river
cluster-1320	who was chiles first president?	https://en.wikipedia.org/wiki/mateo_de_toro_zambrano,_1st_count_of_la_conquista
cluster-1279	when was samuel eto born from cameroon?	1981-03-10
cluster-3536	who did chris perez remarry after selenas death?	venessa villanueva
cluster-3365	who was the us president during the vietnam cease-fire?	https://en.wikipedia.org/wiki/richard_nixon
cluster-3218	what are the other cities in bahrain?	https://en.wikipedia.org/wiki/manama
		https://en.wikipedia.org/wiki/a%27ali
		https://en.wikipedia.org/wiki/malkiya,_bahrain
		https://en.wikipedia.org/wiki/riffa
		https://en.wikipedia.org/wiki/sitra
cluster-3394	what is the salary of the pm of trinidad and tobago?	48,000 us dollar
cluster-2086	when did george washington become president?	1789-02-04
cluster-2288	what team does nani play for?	https://en.wikipedia.org/wiki/portugal_national_football_team
		https://en.wikipedia.org/wiki/valencia_cf
cluster-2434	when is ellen degeneres b-day?	1958-01-26
cluster-2110	what was john adams wifes' name?	https://en.wikipedia.org/wiki/abigail_adams
cluster-1118	what did napoleon bonaparte think toward religion in france?	https://en.wikipedia.org/wiki/napoleon_and_the_catholic_church
cluster-789	what rivers form niagara falls?	https://en.wikipedia.org/wiki/niagara_river
cluster-2840	who did germany occupy during world war 2?	https://en.wikipedia.org/wiki/luxembourg
	what countries did germany occupy in world war 2?	https://en.wikipedia.org/wiki/greece
	what river forms niagara falls?	https://en.wikipedia.org/wiki/yugoslavia
	what rivers form the falls of niagara?	https://en.wikipedia.org/wiki/norway
		https://en.wikipedia.org/wiki/netherlands
		https://en.wikipedia.org/wiki/denmark
		https://en.wikipedia.org/wiki/belgium
		https://en.wikipedia.org/wiki/poland
		https://en.wikipedia.org/wiki/france
cluster-2943	what band was founded by mick jagger and keith richards?	https://en.wikipedia.org/wiki/the_rolling_stones
cluster-1196	when did kobe bryant get his first mvp?	2007-2008
cluster-1691	who is rita simons?	https://en.wikipedia.org/wiki/rita_simons
cluster-924	this country is bordered by zaire burundi tanzania and ugenda?	https://en.wikipedia.org/wiki/rwanda
cluster-3296	where did leif erikson born from?	https://en.wikipedia.org/wiki/iceland
cluster-1953	who was the king of england in 1821?	https://en.wikipedia.org/wiki/george_iv_of_the_united_kingdom
cluster-3403	when did lyndon johnson go into office?	1963-11-22
cluster-2009	who was germany's general at the battle of berlin?	https://en.wikipedia.org/wiki/ivan_konev
	who was germany's general on the battle of berlin?	https://en.wikipedia.org/wiki/gotthard_heinrici
cluster-341	what is jonh f kennedy's wifes name?	https://en.wikipedia.org/wiki/jacqueline_kennedy_onassis
cluster-89	what ocean is next to north alaska?	https://en.wikipedia.org/wiki/arctic_ocean
cluster-935	what actresses nominated best actress of 2001?	https://en.wikipedia.org/wiki/sissy_spacek
	alaska is boarded on the north by which ocean?	https://en.wikipedia.org/wiki/halle_berry
	what ocean borders the north of alaska?	https://en.wikipedia.org/wiki/judi_dench
	what ocean lies north of alaska?	https://en.wikipedia.org/wiki/ren%c3%a9e_zellweger
	what ocean lies to the north of alaska?	https://en.wikipedia.org/wiki/nicole_kidman
cluster-3921	when does the spring start in the state of alabama?	xxxx-03-20
cluster-960	which five countries border laos?	https://en.wikipedia.org/wiki/vietnam
		https://en.wikipedia.org/wiki/myanmar
		https://en.wikipedia.org/wiki/china
		https://en.wikipedia.org/wiki/thailand
		https://en.wikipedia.org/wiki/cambodia
cluster-2953	what was robert w service's first poem?	carry on!
cluster-186	who plays johanna in sweeney todd?	https://en.wikipedia.org/wiki/jayne_wisener
cluster-1827	what is david beckham's birthday?	1975-05-02
cluster-791	what six states have a boundary that is entirely defined by the mississippi river?	https://en.wikipedia.org/wiki/illinois
		https://en.wikipedia.org/wiki/missouri
		https://en.wikipedia.org/wiki/mississippi
		https://en.wikipedia.org/wiki/arkansas
cluster-3741	what day is eric turners birthday?	1977-11-01
cluster-1271	who were elizabeth taylors children?	elizabeth frances
	who were the children of elizabeth taylor?	michael howard
		christopher edward
cluster-3221	who is the father of prince charles?	https://en.wikipedia.org/wiki/prince_philip,_duke_of_edinburgh
cluster-1642	what was the first time sponge bob squarepants was first broadcasted?	1999-07-17
cluster-1102	which country is northwest of chile?	https://en.wikipedia.org/wiki/peru
cluster-209	who sings just died in your arms tonight?	https://en.wikipedia.org/wiki/cutting_crew
cluster-2340	when was the song mamma mia played in the play?	
cluster-2810	who won the f1 2010?	https://en.wikipedia.org/wiki/red_bull_racing
cluster-3373	in the book silas marner who is silas wife?	https://en.wikipedia.org/wiki/silas_marner
cluster-3843	when was bethany hamilton born?	1990-02-08
cluster-3952	the second highest mountain in india?	https://en.wikipedia.org/wiki/nanda_devi
cluster-3386	who is dating aislinn paul?	https://en.wikipedia.org/wiki/justin_kelly_(actor)
cluster-2723	soccer team coached by fabio capello?	https://en.wikipedia.org/wiki/russia_national_football_team
cluster-3154	number of languages spoken in the eu?	24
cluster-2733	who sings with jonas in bounce?	https://en.wikipedia.org/wiki/demi_lovato
cluster-3396	what song did elvis presley ever write?	https://en.wikipedia.org/wiki/poor_boy_(elvis_presley_song)
		https://en.wikipedia.org/wiki/don%27t_be_cruel
		https://en.wikipedia.org/wiki/paralyzed_(elvis_presley_song)
		https://en.wikipedia.org/wiki/all_shook_up
		https://en.wikipedia.org/wiki/love_me_tender_(song)
		https://en.wikipedia.org/wiki/let_me_(1956_song)
cluster-505	which is the longest river is west africa?	https://en.wikipedia.org/wiki/niger_river
cluster-453	who does katie bell get married to in harry potter?	
cluster-3485	what is kate winslet's real name?	https://en.wikipedia.org/wiki/kate_winslet
cluster-111	what instrument does cdy simpson play?	https://en.wikipedia.org/wiki/guitar
cluster-104	in election of 1860 what was lincoln political party?	https://en.wikipedia.org/wiki/republican_party_(united_states)
cluster-2300	what are the school colors university of miami florida?	https://en.wikipedia.org/wiki/white
		https://en.wikipedia.org/wiki/green
		https://en.wikipedia.org/wiki/orange_(colour)
cluster-2329	who got hattie mcdaniel into show business?	
cluster-2793	what is the biggest metro area in canada?	https://en.wikipedia.org/wiki/greater_toronto_area
cluster-3943	what are all the names of eminems singles?	https://en.wikipedia.org/wiki/guilty_conscience_(song)
	what is canada's largest metro area?	https://en.wikipedia.org/wiki/stan_(song)
		https://en.wikipedia.org/wiki/cleanin%27_out_my_closet
		https://en.wikipedia.org/wiki/my_name_is
		https://en.wikipedia.org/wiki/the_way_i_am_(eminem_song)
		https://en.wikipedia.org/wiki/hellbound_(song)
		https://en.wikipedia.org/wiki/just_don%27t_give_a_fuck
		https://en.wikipedia.org/wiki/role_model_(song)
		https://en.wikipedia.org/wiki/the_real_slim_shady
		https://en.wikipedia.org/wiki/without_me_(eminem_song)
cluster-2642	when was michael jackson and lisa marrie presley married?	1994-05-26
cluster-3095	who is anna nicloe smith?	https://en.wikipedia.org/wiki/anna_nicole_smith
cluster-487	who is the oldest actor still alive today?	https://en.wikipedia.org/wiki/olivia_de_havilland
cluster-2729	which city is located in europe and asia?	https://en.wikipedia.org/wiki/istanbul
cluster-296	where did katy and russle get married?	https://en.wikipedia.org/wiki/india
cluster-159	which city has most people live in asia?	https://en.wikipedia.org/wiki/karachi
cluster-2762	what past of new jasey are prince royce?	
cluster-1428	the amazon river in south america flows in which general direction?	https://en.wikipedia.org/wiki/east
cluster-3251	barack obama served in illinois as?	https://en.wikipedia.org/wiki/senate
cluster-1651	what was the date jane seymour died?	1537-10-24
cluster-2294	where did booker t washington first go to school?	https://en.wikipedia.org/wiki/hampton_university
cluster-3337	who are the counselors for hough green?	
cluster-1090	what are the names of universities in the us?	https://en.wikipedia.org/wiki/northern_arizona_university
cluster-2818	when did honolulu in hawaii become a city?	1907-04-30
cluster-108	when did the miami dolphins when the superbowl?	1974
	when did the dolphins win superbowl?	1973
cluster-475	who is the head of state of aruba?	https://en.wikipedia.org/wiki/mike_eman
cluster-2787	what elementary school did barbra bush go to?	https://en.wikipedia.org/wiki/rye_country_day_school
cluster-1664	what are the 5 longest rivers in the us?	https://en.wikipedia.org/wiki/mississippi_river
	which are the 5 longest rivers in the us?	https://en.wikipedia.org/wiki/rio_grande
		https://en.wikipedia.org/wiki/yukon_river
		https://en.wikipedia.org/wiki/missouri_river
		https://en.wikipedia.org/wiki/colorado_river
cluster-3349	where was the first indoor nfl stadium?	https://en.wikipedia.org/wiki/astrodome
cluster-1939	what country is salzburg?	https://en.wikipedia.org/wiki/austria
cluster-3212	when did andrew jackson become president?	1829-03-04
cluster-1050	what relationship is george clooney and rosemary clooney?	https://en.wikipedia.org/wiki/aunt
cluster-3342	which us president had a daughter named margaret?	https://en.wikipedia.org/wiki/woodrow_wilson
cluster-284	us population in 1945?	139,900,000
cluster-2134	who were the first five vice presidents of india?	https://en.wikipedia.org/wiki/sarvepalli_radhakrishnan
	name the first five vice presidents of india?	https://en.wikipedia.org/wiki/gopal_swarup_pathak
